brand,model,model_year,milage,fuel_type,transmission,ext_col,int_col,accident,clean_title,price,horsepower,engine_capacity,cylinders
RAM,2500 Tradesman,2020,41000,Gasoline,8-Speed A/T,White,Gray,0,0,45515,410.0,6.4,8.0
BMW,840 i xDrive,2024,1500,Gasoline,A/T,Gray,Brown,0,1,90000,335.0,3.0,6.0
MINI,Clubman Cooper S ALL4,2017,79950,Gasoline,A/T,Blue,Black,0,1,17390,189.0,2.0,4.0
Cadillac,Escalade ESV Premium Luxury Platinum,2021,31500,Gasoline,A/T,White,Beige,0,1,95000,420.0,6.2,8.0
Audi,R8 5.2 V10 plus,2017,61000,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,0,1,140000,610.0,5.2,10.0
RAM,2500 Big Horn,2021,45867,Gasoline,Automatic,Billet Silver Metallic Clearcoat,Diesel Gray / Black,0,1,43449,395.0,6.4,8.0
Porsche,911 Carrera 4,2014,22700,Gasoline,7-Speed M/T,Silver,Black,1,1,85500,350.0,3.4,6.0
Bentley,Continental GT Base,2009,43000,Gasoline,A/T,Black,Black,0,1,48500,552.0,6.0,12.0
Toyota,Tundra SR5,2015,99000,Gasoline,6-Speed A/T,Gray,Gray,0,1,27000,310.0,4.6,8.0
Toyota,4Runner SR5,2006,135000,Gasoline,A/T,White,Gray,0,1,16900,236.0,4.0,6.0
Cadillac,CTS 2.0L Turbo Luxury,2019,46000,Gasoline,8-Speed A/T,Black,Beige,1,1,29000,265.0,2.0,4.0
Ford,Focus SE,2014,79615,Gasoline,6-Speed Automatic with Auto-Shift,Black,Charcoal Black,0,1,10995,325.0,2.0,4.0
BMW,M5 Base,2021,13250,Gasoline,8-Speed Automatic,Alpine White,Aragon Brown,0,0,86900,335.0,4.4,8.0
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,41200,Gasoline,Transmission w/Dual Shift Mode,Black,Black,0,1,60500,380.0,3.0,6.0
Cadillac,Escalade ESV Luxury,2016,116500,Gasoline,8-Speed A/T,Black,Brown,1,1,30500,420.0,6.2,8.0
Chevrolet,Corvette Z06,2018,24059,Gasoline,8-Speed A/T,Gray,Black,0,1,87150,650.0,6.2,8.0
Audi,Q5 2.0T Premium Plus,2015,118500,E85 Flex Fuel,A/T,Silver,Black,1,1,15400,220.0,2.0,4.0
BMW,ALPINA B7 ALPINA B7 xDrive,2020,15097,Gasoline,Automatic,Frozen Dark Silver Metallic,Black,0,0,99998,335.0,4.4,6.0
Maserati,Ghibli S Q4,2018,20000,Gasoline,A/T,White,Brown,0,1,43000,424.0,3.0,6.0
BMW,228 Gran Coupe i xDrive,2020,10426,Gasoline,Automatic,Black Sapphire Metallic,Oyster/Black,0,0,30798,335.0,2.0,6.0
Ford,Expedition Limited,2023,9500,Gasoline,10-Speed A/T,Black,Red,1,1,63500,400.0,3.5,6.0
Nissan,Frontier SE Crew Cab,2006,134000,Gasoline,A/T,Gray,Gray,1,1,8500,265.0,4.0,6.0
Subaru,BRZ Limited,2022,10500,Gasoline,Transmission w/Dual Shift Mode,Gray,Unknown,0,1,32500,228.0,2.4,4.0
Chevrolet,Malibu LT,2018,53100,Gasoline,6-Speed A/T,Red,Black,0,1,17500,160.0,1.5,4.0
Ford,Focus SEL,2017,80134,E85 Flex Fuel,6-Speed Automatic with Auto-Shift,White,Charcoal Black,0,1,13895,325.0,2.0,4.0
Nissan,Rogue Sport S,2021,24000,Gasoline,A/T,Gray,Black,0,1,25500,141.0,2.0,4.0
Volvo,C70 T5,2006,61000,Gasoline,6-Speed M/T,Blue,Beige,0,1,10299,218.0,2.5,5.0
Lincoln,Nautilus Reserve,2021,19700,Gasoline,A/T,White,Beige,0,1,48000,335.0,2.7,6.0
Mercedes-Benz,AMG GT Base,2018,28182,Gasoline,7-Speed A/T,White,Brown,1,1,84500,469.0,4.0,8.0
Ford,Mustang EcoBoost Premium,2017,59500,Gasoline,A/T,Black,Black,1,1,21000,310.0,2.3,4.0
Ford,Ranger XLT,1999,115402,E85 Flex Fuel,A/T,Gold,Beige,0,1,8000,152.0,3.0,6.0
GMC,Yukon SLT,2018,85500,Gasoline,A/T,Black,Black,1,1,35899,355.0,5.3,8.0
RAM,2500 Big Horn,2020,51000,Gasoline,6-Speed A/T,Red,Black,0,1,44900,410.0,6.4,8.0
Tesla,Model Y Performance,2021,17500,Electric,A/T,Gray,White,0,1,45000,455.0,0.0,0.0
Lexus,ES 350 Base,2011,132000,Gasoline,A/T,Black,Beige,0,1,9999,272.0,3.5,6.0
Jeep,Wrangler Rubicon Hard Rock,2016,67882,Gasoline,Automatic,White,Black,0,0,32798,285.0,3.6,6.0
Volvo,XC90 T6 Momentum,2018,62000,Gasoline,8-Speed A/T,Silver,Black,0,1,30500,316.0,2.0,4.0
Porsche,911 R,2016,12454,Gasoline,6-Speed M/T,Purple,Black,0,1,210000,500.0,4.0,6.0
BMW,M6 Gran Coupe Base,2017,27965,Gasoline,7-Speed A/T,Green,Black,0,1,58000,560.0,4.4,8.0
Cadillac,Escalade ESV Platinum Edition,2013,119000,E85 Flex Fuel,A/T,Black,Black,0,0,20500,403.0,6.2,8.0
BMW,X5 xDrive35i,2018,48000,Gasoline,8-Speed A/T,Black,Black,0,1,32000,300.0,3.0,6.0
BMW,X5 xDrive40i,2020,5541,Gasoline,Automatic,White,Black,0,0,56598,335.0,3.0,6.0
Mitsubishi,Outlander SEL,2018,29000,Gasoline,A/T,Red,Beige,0,1,19500,166.0,2.4,4.0
Dodge,Ram 1500 ST,2010,131100,E85 Flex Fuel,A/T,White,Gray,1,1,12995,310.0,4.7,8.0
Subaru,Impreza 2.0i,2015,102242,Gasoline,Manual,Quartz Blue Pearl,Black,1,0,11498,227.0,2.0,4.0
Mercedes-Benz,Maybach S S 600,2016,18069,Gasoline,7-Speed A/T,Black,Black,0,1,79999,523.0,6.0,12.0
Kia,Sportage LX,2023,13000,Gasoline,A/T,White,Black,0,1,31900,187.0,2.5,4.0
Porsche,911 Turbo Cabriolet,2008,51000,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,1,1,69500,480.0,3.6,6.0
Hummer,H3 Base,2007,137333,Gasoline,4-Speed A/T,Blue,Black,1,1,10000,242.0,3.7,5.0
Buick,LaCrosse Leather,2014,125559,Gasoline,A/T,White,Beige,1,1,11200,304.0,3.6,6.0
Chevrolet,Silverado 1500 High Country,2020,88161,Gasoline,Automatic,Iridescent Pearl Tricoat,Jet Black,1,1,48889,355.0,6.2,8.0
Toyota,4Runner SR5,2016,101900,Gasoline,5-Speed A/T,Black,Black,0,1,29000,270.0,4.0,6.0
Cadillac,Escalade ESV Luxury,2015,159500,Gasoline,6-Speed A/T,Black,Black,1,1,18800,420.0,6.2,8.0
Subaru,Legacy 2.5i Premium,2015,68860,Gasoline,CVT Transmission,Silver,Beige,1,1,15000,175.0,2.5,4.0
Tesla,Model 3 Long Range,2018,43000,Electric,1-Speed A/T,Red,Black,1,1,30499,271.0,0.0,0.0
Ford,Expedition EL XLT,2017,182000,Gasoline,A/T,Black,Black,1,1,16500,365.0,3.5,6.0
Tesla,Model Y Long Range,2022,21404,Electric,A/T,White,White,0,1,49500,425.0,0.0,0.0
Ford,Expedition EL Limited,2017,81000,Gasoline,Transmission w/Dual Shift Mode,Black,Black,0,1,27000,365.0,3.5,6.0
Chevrolet,Silverado 1500 LTZ,2021,62257,Gasoline,8-Speed Automatic,Satin Steel Metallic,Gideon,0,0,42590,355.0,5.3,8.0
BMW,X5 xDrive40e,2016,91798,Hybrid,Automatic,Alpine White,Black,0,0,22998,335.0,2.0,6.0
BMW,335 is,2011,82000,Gasoline,7-Speed A/T,Gray,Black,1,1,20000,320.0,3.0,6.0
Ford,F-150 XLT,2012,207100,Gasoline,6-Speed A/T,Black,Gray,1,1,15000,365.0,3.5,6.0
Land,Rover Range Rover Sport P400 SE Dynamic,2023,450,Hybrid,8-Speed A/T,Blue,Black,0,1,124000,395.0,3.0,6.0
Porsche,Panamera Edition,2016,77945,Gasoline,A/T,Blue,Beige,1,1,30000,310.0,3.6,6.0
Kia,Sorento Plug-In Hybrid SX,2022,15583,Hybrid,6-Speed Automatic,Aurora Black,Gray,0,0,40599,199.0,1.6,4.0
BMW,M240 i,2017,37100,Gasoline,8-Speed A/T,White,Black,1,1,26125,335.0,3.0,6.0
Maserati,Quattroporte Base,2006,51000,Gasoline,Transmission w/Dual Shift Mode,Blue,Beige,1,1,18000,394.0,4.2,8.0
Ford,F-150 XLT,2017,94000,Gasoline,6-Speed A/T,White,Black,0,1,26000,325.0,2.7,6.0
Land,Rover Discovery S,2003,121886,Gasoline,A/T,White,Beige,1,1,6000,217.0,4.6,8.0
Ford,F-250 XLT Crew Cab Super Duty,2008,157500,Gasoline,5-Speed A/T,Green,Gray,1,1,15000,300.0,5.4,8.0
Ford,Taurus SHO,2014,138415,Gasoline,A/T,Silver,Black,1,1,15500,365.0,3.5,6.0
Land,Rover Range Rover Sport HSE,2012,110000,Gasoline,A/T,Silver,Black,0,1,10200,375.0,5.0,8.0
Cadillac,Escalade Sport,2023,8532,Diesel,10-Speed Automatic with Overdrive,Black Raven,Jet Black,0,0,109900,400.0,3.0,6.0
GMC,Sierra 1500 SLT,2021,12941,Gasoline,A/T,White,Black,1,1,51500,355.0,5.3,8.0
BMW,335 i xDrive,2009,69764,Gasoline,6-Speed M/T,Black,Black,0,1,19500,300.0,3.0,6.0
Porsche,911 Carrera 4S,2003,90000,Gasoline,6-Speed M/T,Silver,Black,0,0,24000,315.0,3.6,6.0
Audi,Q5 S line Premium,2022,8193,Hybrid,Automatic,Florett Silver,Black,0,0,42598,333.0,2.0,6.0
Lexus,RX 350 F Sport Performance,2020,43277,Gasoline,8-Speed Automatic,Caviar,Black,0,0,43599,301.0,3.5,6.0
Audi,S4 3.0T Premium Plus,2018,26500,Gasoline,8-Speed A/T,Gray,Black,1,1,38000,354.0,3.0,6.0
Chevrolet,Silverado 1500 LT,2019,36021,Gasoline,Automatic,Cajun Red Tintcoat,Jet Black,0,0,35670,355.0,2.7,4.0
Chevrolet,Colorado Z71,2019,25462,Gasoline,Automatic,Shadow Gray Metallic,Jet Black,0,0,36139,355.0,3.6,6.0
Audi,A5 2.0T Prestige,2018,35850,Gasoline,7-Speed A/T,White,Black,0,1,33000,252.0,2.0,4.0
Mazda,Mazda3 s Sport,2008,77700,Gasoline,5-Speed M/T,Red,Black,0,1,6300,156.0,2.3,4.0
Jaguar,E-PACE 300 Sport,2021,23600,Hybrid,9-Speed A/T,Black,Black,0,1,42999,296.0,2.0,4.0
Ferrari,GTC4Lusso T,2019,8870,Gasoline,7-Speed DCT Automatic,Nero Daytona,Unknown,0,1,215000,611.0,3.9,8.0
Toyota,Celica GT,2001,122000,Gasoline,5-Speed M/T,Blue,Gray,0,1,7800,140.0,1.8,4.0
Ford,Excursion Limited 4WD,2003,245000,Diesel,A/T,Black,Beige,1,1,17999,325.0,6.0,8.0
Porsche,718 Spyder Base,2022,4700,Gasoline,6-Speed M/T,White,Black,0,1,134000,414.0,4.0,6.0
Subaru,WRX STI Base,2016,84100,Gasoline,M/T,Gray,Black,0,1,34000,305.0,2.5,4.0
Audi,A6 45 Premium Plus,2021,33000,Hybrid,A/T,Black,Black,0,1,40000,248.0,2.0,4.0
Tesla,Model S P100D,2018,10065,Electric,1-Speed Automatic,Red Multi,White,0,0,59999,455.0,0.0,0.0
Mercedes-Benz,AMG GT R,2018,3811,Gasoline,7-Speed A/T,Black,Black,0,1,148500,577.0,4.0,8.0
Acura,RDX PMC Edition,2021,44457,Gasoline,"Automatic, 10-Spd",Majestic Black Pearl,Ebony,0,0,40598,279.5,2.0,6.0
Audi,S4 3.0T Premium Plus,2013,139355,Gasoline,7-Speed A/T,Black,Black,0,1,20900,333.0,3.0,6.0
Lotus,Evora Base,2010,9100,Gasoline,6-Speed M/T,Black,White,0,1,55000,276.0,3.5,6.0
Mercedes-Benz,S-Class S 560 4MATIC,2019,10500,Gasoline,9-Speed A/T,Silver,Brown,0,1,77900,463.0,4.0,8.0
Chevrolet,Silverado 1500 RST,2023,5006,Gasoline,10-Speed Automatic,Dark Ash Metallic,Black,0,0,59590,355.0,5.3,8.0
Hyundai,Genesis Coupe 2.0T R-Spec,2013,55000,Gasoline,6-Speed M/T,White,Red,0,0,18000,260.0,2.0,4.0
BMW,M3 Competition,2021,33500,Gasoline,8-Speed A/T,Gray,Black,0,1,71000,503.0,3.0,6.0
BMW,435 i,2014,126500,Gasoline,A/T,White,Black,0,1,15000,300.0,3.0,6.0
Land,Rover Range Rover Evoque HSE Dynamic,2016,79000,Gasoline,9-Speed A/T,Red,Red,0,1,24000,240.0,2.0,4.0
Porsche,911 Targa 4 GTS,2018,19000,Gasoline,7-Speed A/T,Gray,Black,0,1,145000,450.0,3.0,6.0
RAM,3500 Tradesman,2021,57000,Diesel,6-Speed A/T,Blue,Gray,0,1,52000,400.0,6.7,6.0
BMW,X5 xDrive40i,2020,4880,Gasoline,Automatic,White,Black,0,0,57998,335.0,3.0,6.0
Acura,NSX Base,2018,6523,Hybrid,9-Speed Automatic with Auto-Shift,White,Ebony,0,0,143900,279.5,3.5,6.0
Mercedes-Benz,SL-Class SL500 Roadster,2005,127000,Gasoline,7-Speed A/T,White,Beige,0,1,14000,302.0,5.0,8.0
Lexus,SC 430 Base,2002,89500,Gasoline,A/T,Black,Black,0,1,15999,300.0,4.3,8.0
Chevrolet,Silverado 1500 Base,2000,97000,Gasoline,A/T,White,Gray,0,1,27500,200.0,4.3,6.0
Buick,Enclave Avenir,2021,31181,Gasoline,9-Speed Automatic,Rich Garnet Metallic,Chestnut,1,1,42442,275.0,3.6,6.0
Lexus,NX 300h Base,2020,16425,Hybrid,Automatic CVT,Gray,Black,1,0,33200,301.0,2.5,4.0
Lexus,RX 350 RX 350 F SPORT Handling,2022,11238,Gasoline,Automatic,Atomic Silver,Black,0,0,54798,301.0,3.5,6.0
Chevrolet,Avalanche 1500 LS,2005,97146,E85 Flex Fuel,Transmission Overdrive Switch,Black,Gray,1,1,7999,295.0,5.3,8.0
Mercedes-Benz,SL-Class SL400,2015,36670,Gasoline,Automatic,White,Tan,0,0,39998,362.0,3.0,8.0
Chevrolet,Suburban Premier,2019,44800,Gasoline,6-Speed A/T,Black,Black,0,1,52500,420.0,6.2,8.0
Ford,Transit-350 Base,2015,150000,Gasoline,A/T,Black,Gray,1,1,17100,310.0,3.5,6.0
INFINITI,QX60 Luxe,2020,38400,Gasoline,A/T,Blue,Beige,0,1,32100,295.0,3.5,6.0
Bentley,Continental GTC Base,2008,7960,Gasoline,6-Speed A/T,White,White,0,1,81500,552.0,6.0,12.0
Nissan,350Z Enthusiast,2007,117000,Gasoline,A/T,Silver,Black,1,1,9975,306.0,3.5,6.0
Rivian,R1S Adventure Package,2023,159,Electric,A/T,White,Black,0,1,95500,533.0,0.0,0.0
McLaren,570S Base,2017,30200,Gasoline,Transmission w/Dual Shift Mode,Orange,Black,0,1,139000,562.0,3.8,8.0
Nissan,Altima 2.5 SL,2012,91545,Gasoline,CVT Transmission,Silver,Black,0,1,8999,175.0,2.5,4.0
Land,Rover Range Rover 5.0L Supercharged,2015,110000,E85 Flex Fuel,A/T,Black,Unknown,1,1,26499,510.0,5.0,8.0
BMW,X5 xDrive35i,2017,105100,Gasoline,8-Speed A/T,Gray,Black,1,1,23300,300.0,3.0,6.0
INFINITI,QX56 Base,2012,110000,Gasoline,Transmission w/Dual Shift Mode,White,Beige,0,1,15600,400.0,5.6,8.0
Ford,F-150 XLT,2019,81778,Gasoline,Automatic,Black,Medium Earth Gray,0,1,32769,325.0,3.5,6.0
Lexus,RX 450h Base,2010,168422,Hybrid,A/T,Black,Beige,1,1,10900,245.0,3.5,6.0
Maserati,Ghibli S Q4 GranSport,2018,80500,Gasoline,8-Speed A/T,Black,Black,0,1,34900,424.0,3.0,6.0
Volvo,XC90 T6 Momentum,2018,81200,Gasoline,8-Speed A/T,Black,Black,1,1,28825,316.0,2.0,4.0
Lamborghini,Huracan EVO Base,2020,6246,Gasoline,7-Speed Automatic with Auto-Shift,Nero Noctis,Nero Ade,0,1,267950,571.0,5.2,10.0
Jeep,Wrangler Unlimited Rubicon,2017,20172,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,0,1,47500,285.0,3.6,6.0
Hummer,H2 Base,2005,145000,Gasoline,4-Speed A/T,Green,Black,0,1,22500,325.0,6.0,8.0
Ford,Flex Limited,2009,162000,Gasoline,6-Speed A/T,Gray,Black,1,1,7500,262.0,3.5,6.0
Porsche,718 Cayman GT4,2020,13554,Gasoline,6-Speed M/T,Blue,Black,0,1,124995,414.0,4.0,6.0
Toyota,Camry XLE,2007,59700,Gasoline,6-Speed A/T,Green,Gray,0,1,9500,268.0,3.5,6.0
Mercedes-Benz,A-Class A 220 4MATIC,2020,30930,Gasoline,7-Speed Automatic with Auto-Shift,Midnight Black,Black,0,0,28900,362.0,2.0,4.0
BMW,335 i,2009,51983,Gasoline,6-Speed M/T,Gray,White,0,1,19999,300.0,3.0,6.0
Chevrolet,Camaro 2SS,2022,22000,Gasoline,6-Speed M/T,Blue,Black,0,1,50000,455.0,6.2,8.0
Volkswagen,ID.4 Pro S,2023,16800,Electric,1-Speed A/T,Gray,Black,0,1,45000,295.0,0.0,0.0
Chevrolet,Silverado 2500 High Country,2022,16000,Diesel,A/T,Black,Black,1,1,73995,445.0,6.6,8.0
Nissan,Altima 2.5 SV,2020,22295,Gasoline,Automatic CVT,Scarlet Ember,Gray,0,0,23599,284.0,2.5,4.0
Bentley,Continental GT V8,2020,33000,Gasoline,A/T,Beige,Beige,0,1,188500,542.0,4.0,8.0
Toyota,Sequoia Platinum,2023,1025,Hybrid,10-Speed A/T,Black,Black,0,1,85000,437.0,3.4,6.0
Acura,TL Technology,2013,89190,Gasoline,6-Speed A/T,Gray,White,1,1,15499,305.0,3.7,6.0
Toyota,Highlander Limited,2020,53550,Gasoline,8-Speed Automatic,Blue,Gray,0,1,39687,268.0,3.5,6.0
Ford,Edge SEL,2021,56946,Gasoline,8-Speed Automatic,Silver,Ebony,0,1,26299,325.0,2.0,4.0
Jaguar,F-TYPE R,2016,11684,Gasoline,8-Speed A/T,Black,Black,0,1,54900,550.0,5.0,8.0
GMC,Yukon XL Denali,2018,45617,Gasoline,A/T,White,Gray,0,1,51000,420.0,6.2,8.0
Chevrolet,Suburban LT,2018,75466,Gasoline,6-Speed A/T,Gray,Black,0,1,34500,355.0,5.3,8.0
Maserati,Levante GTS,2021,19513,Gasoline,8-Speed Automatic,Black,Red / Black,1,1,84645,405.0,3.8,8.0
Subaru,Outback Limited,2021,15636,Gasoline,Automatic CVT,Crystal Black Silica,Black,0,0,33531,227.0,2.5,4.0
Mercedes-Benz,S-Class S 450,2018,69600,Gasoline,9-Speed A/T,Black,Black,0,1,40888,362.0,3.0,6.0
Mercedes-Benz,GL-Class GL 450,2011,138050,Gasoline,A/T,White,Beige,0,1,16500,335.0,4.7,8.0
Ford,F-250 Lariat,2017,132269,E85 Flex Fuel,A/T,Gray,Black,0,1,35900,385.0,6.2,8.0
Hyundai,Palisade Limited,2020,45815,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,0,1,37700,291.0,3.8,6.0
Ford,F-150 XLT,2021,25352,Gasoline,10-Speed Automatic,Gray,Black,0,1,48459,325.0,3.5,6.0
Mercedes-Benz,R-Class R 350 4MATIC,2008,120000,Gasoline,7-Speed A/T,Silver,Black,0,1,8995,268.0,3.5,6.0
Chevrolet,Camaro 2SS,2018,75151,Gasoline,6-Speed M/T,Gray,Black,1,1,45000,455.0,6.2,8.0
Jeep,Wrangler Sport,2016,74139,Gasoline,6-Speed M/T,Red,Black,0,1,23000,285.0,3.6,6.0
BMW,550 i xDrive,2012,68500,Gasoline,Transmission w/Dual Shift Mode,Black,Black,0,1,17800,400.0,4.4,8.0
Lexus,GX 460 Luxury,2020,37366,Gasoline,6-Speed Automatic,White,Unknown,0,0,51890,301.0,4.6,8.0
Tesla,Model S Long Range,2021,35315,Electric,1-Speed A/T,White,Black,0,1,66900,670.0,0.0,0.0
Volkswagen,Jetta 1.4T SE,2017,61000,Gasoline,A/T,White,Black,0,1,15995,150.0,1.4,4.0
Jeep,Grand Cherokee Limited,2022,12050,Gasoline,8-Speed Automatic,Bright White Clearcoat,Global Black,0,0,41599,285.0,3.6,6.0
Jaguar,XK8 Base,2001,150000,Gasoline,5-Speed A/T,Green,White,1,1,9875,290.0,4.0,8.0
Porsche,Macan S,2016,46200,Gasoline,Transmission w/Dual Shift Mode,Gray,Gray,1,1,41500,340.0,3.0,6.0
Mercedes-Benz,E-Class E 350,2014,88000,Gasoline,A/T,Silver,Black,0,1,15500,302.0,3.5,6.0
Mercedes-Benz,GL-Class GL 450 4MATIC,2015,47000,Gasoline,7-Speed A/T,Silver,Black,0,1,30089,362.0,3.0,6.0
Land,Rover Range Rover 3.0L Supercharged HSE,2017,50340,Gasoline,8-Speed A/T,White,Beige,1,1,47000,380.0,3.0,6.0
Mercedes-Benz,E-Class E 350 4MATIC,2010,67800,Gasoline,7-Speed A/T,Black,Black,0,1,13999,268.0,3.5,6.0
Dodge,Dakota Sport,2002,150000,Gasoline,5-Speed M/T,Black,Gray,1,1,5500,175.0,3.9,6.0
Chevrolet,Camaro ZL1,2018,13500,Gasoline,6-Speed M/T,Black,Black,1,1,54000,650.0,6.2,8.0
Hummer,H3 Base,2007,101750,Gasoline,A/T,White,Black,0,1,12900,242.0,3.7,5.0
Honda,Odyssey EX-L,2022,18385,Gasoline,10-Speed A/T,Red,Beige,0,1,37950,280.0,3.5,6.0
Nissan,350Z Touring,2008,123500,Gasoline,5-Speed A/T,Gray,Beige,1,1,13500,306.0,3.5,6.0
GMC,Savana 2500 Work Van,2017,117000,E85 Flex Fuel,6-Speed A/T,Silver,Silver,0,1,38000,342.0,6.0,8.0
Mercedes-Benz,E-Class E 350 4MATIC,2010,86121,Gasoline,7-Speed A/T,Gray,Black,0,1,13600,268.0,3.5,6.0
Lexus,GX 460 Premium,2020,22466,Gasoline,6-Speed A/T,White,Black,0,1,45900,301.0,4.6,8.0
Nissan,Titan XD SV,2017,80000,Gasoline,7-Speed A/T,Silver,Black,0,1,23800,390.0,5.6,8.0
Chrysler,300 Touring,2020,23152,Gasoline,8-Speed A/T,White,White,0,1,28250,292.0,3.6,6.0
Dodge,Charger R/T,2006,91300,Gasoline,5-Speed A/T,Yellow,Unknown,0,1,9200,350.0,5.7,8.0
Nissan,Pathfinder SL,2020,45000,Gasoline,CVT Transmission,Black,Black,0,1,28999,284.0,3.5,6.0
Rivian,R1S Launch Edition,2023,1885,Electric,1-Speed A/T,Green,White,0,1,93500,835.0,0.0,0.0
Ford,Explorer Platinum,2018,73049,Gasoline,6-Speed Automatic,Gray,Ebony Black,1,1,30510,325.0,3.5,6.0
Nissan,Titan SV,2021,7250,Gasoline,9-Speed A/T,Black,Black,0,1,38000,400.0,5.6,8.0
Jaguar,E-PACE S,2019,44000,Gasoline,A/T,Black,Black,0,1,29000,246.0,2.0,4.0
Ford,F-150 FX4,2014,85500,Gasoline,Transmission w/Dual Shift Mode,Black,Black,0,1,26900,411.0,6.2,8.0
GMC,Acadia Denali,2021,18083,Gasoline,9-Speed Automatic,Ebony Twilight Metallic,Jet Black,0,1,43999,355.0,3.6,6.0
Lamborghini,Murcielago Base,2005,22703,Gasoline,M/T,Black,Black,0,1,220000,571.0,6.2,12.0
Chevrolet,Camaro 1LT,2011,111000,Gasoline,A/T,Blue,Black,0,1,10900,312.0,3.6,6.0
GMC,Acadia SLT-2,2013,115000,Gasoline,6-Speed A/T,White,Brown,0,1,14000,288.0,3.6,6.0
Chevrolet,Malibu Premier,2021,33400,Gasoline,A/T,White,Black,0,1,28000,250.0,2.0,4.0
Toyota,Sequoia SR5,2007,136000,Gasoline,A/T,Black,Beige,0,1,12500,273.0,4.7,8.0
Lexus,IS 350 F Sport,2021,26800,Gasoline,8-Speed A/T,Black,Red,0,1,44000,311.0,3.5,6.0
Tesla,Model Y Performance,2022,30000,Electric,A/T,White,White,0,1,51999,455.0,0.0,0.0
Dodge,Challenger SRT8,2008,251634,Gasoline,A/T,Silver,Black,0,1,10500,425.0,6.1,8.0
Chrysler,300 Touring,2005,119000,Gasoline,A/T,Blue,Beige,0,1,3500,250.0,3.5,6.0
Cadillac,Escalade Sport Platinum,2021,28121,Gasoline,10-Speed Automatic,Black Raven,Jet Black,0,0,89000,400.0,6.2,8.0
Chrysler,Town & Country Touring,2009,111000,Gasoline,A/T,Blue,Gray,0,1,7900,197.0,3.8,6.0
Mazda,CX-5 Touring,2016,116500,Gasoline,6-Speed Automatic,Blue Reflex Mica,Black,0,1,14311,184.0,2.5,4.0
Acura,TL 3.2,2005,199296,Gasoline,A/T,Black,Gray,0,1,4900,270.0,3.2,6.0
Chevrolet,Corvette Z06 w/2LZ,2023,202,Gasoline,Transmission w/Dual Shift Mode,White,Red,0,1,179000,670.0,5.5,8.0
Tesla,Model Y Performance,2021,11200,Electric,1-Speed A/T,White,Black,0,1,47500,455.0,0.0,0.0
Volvo,XC40 T5 Momentum,2020,56536,Gasoline,8-Speed Automatic,White,Charcoal,0,0,26599,281.0,2.0,4.0
Chevrolet,Camaro 2SS,2016,49600,Gasoline,8-Speed A/T,Blue,Black,0,1,32500,455.0,6.2,8.0
Acura,TLX Type S PMC Edition,2023,13600,Gasoline,10-Speed A/T,Blue,White,0,1,65000,355.0,3.0,6.0
Volkswagen,Eos 2.0T,2007,59700,Gasoline,6-Speed A/T,Blue,White,0,1,10000,200.0,2.0,4.0
Dodge,Charger R/T Scat Pack,2018,19000,Gasoline,Transmission w/Dual Shift Mode,Purple,Gray,0,1,44888,485.0,6.4,8.0
Chevrolet,Corvette Z06,2002,17300,Gasoline,6-Speed M/T,Black,Black,0,1,33999,405.0,5.7,8.0
Mercedes-Benz,CLA-Class CLA 250,2014,91140,Gasoline,7-Speed A/T,Gray,Black,0,1,13500,208.0,2.0,4.0
BMW,M5 Base,2015,33000,Gasoline,7-Speed A/T,Gray,Black,0,1,65000,560.0,4.4,8.0
Jeep,Wrangler Unlimited Sport,2019,52775,Gasoline,8-Speed A/T,Gray,Black,0,1,39799,285.0,3.6,6.0
Mitsubishi,Lancer Sportback ES,2011,113000,Gasoline,5-Speed M/T,White,Black,0,1,5800,148.0,2.0,4.0
Porsche,Macan Base,2022,13000,Gasoline,A/T,Black,Beige,0,1,60000,261.0,2.0,4.0
Mercedes-Benz,CLK-Class CLK 350,2009,77925,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,0,1,16500,268.0,3.5,6.0
Mazda,Mazda3 Grand Touring,2018,15175,Gasoline,6-Speed Automatic,Snowflake White Pearl Metallic,Parchment,1,0,19212,184.0,2.5,4.0
Audi,A3 2.0T Premium,2017,137000,Gasoline,7-Speed A/T,White,Gray,0,1,10995,186.0,2.0,4.0
BMW,528 i,2015,111000,Gasoline,8-Speed A/T,Gray,Unknown,1,1,15000,240.0,2.0,4.0
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,49208,Gasoline,Transmission w/Dual Shift Mode,Black,Black,0,1,62425,380.0,3.0,6.0
Audi,S5 3.0T Prestige,2018,44000,Gasoline,8-Speed A/T,Gray,Black,0,1,39000,354.0,3.0,6.0
Porsche,718 Boxster Base,2017,26000,Gasoline,A/T,Gray,Black,0,1,45500,300.0,2.0,4.0
Chevrolet,Corvette Stingray w/2LT,2020,1800,Gasoline,8-Speed A/T,Blue,Black,0,1,76000,490.0,6.2,8.0
Lamborghini,Urus Pearl Capsule,2021,3771,Gasoline,Automatic,Grigio Nimbus,Bianco Polar,0,0,259991,571.0,4.0,8.0
